accessionNumber,holdingCountry,holdingCity,holdingMuseum,museumLon,museumLat,title,fipCatalogueNumber,objectType,findspot,findspotLatLng
800-D2,Australia,Melbourne,National Gallery Victoria,144.968412,-37.822857,"Stela of rsj, Dendera [355]",355,Stela,Dendera,
D84-1982,Australia,Melbourne,National Gallery Victoria,144.968412,-37.822857,"Stela of jtj, Naga ed-Der [172]",172,Stela,Naga ed-Der,
"I.1.a1137 a,b ",Russia,Moscow,Pushkin Museum of Fine Arts,37.605423326542216,55.74728495,"Stela fragments of Hny, El-Tarif [70] ",70,Stela,El-Tarif,
I.1.a5558 (4062),Russia,Moscow,Pushkin Museum of Fine Arts,37.605423326542216,55.74728495,"False door of nb.sn, Saqqara [304]",304,False door,Saqqara,
I.1.a5561,Russia,Moscow,Pushkin Museum of Fine Arts,37.605423326542216,55.74728495,"False door of ppy-m-Hwt-ptH, Memphis [14]",14,False door,Memphis,
I.1.a5567,Russia,Moscow,Pushkin Museum of Fine Arts,37.605423326542216,55.74728495,"Stela fragment of mjn-m-HAt, Akhmim [246]",246,Stela,Akhmim,
I.1.a5573,Russia,Moscow,Pushkin Museum of Fine Arts,37.605423326542216,55.74728495,"False door of jpj, Saqqara [118] ",118,False door,Saqqara,
I.1.a5603 (4071),Russia,Moscow,Pushkin Museum of Fine Arts,37.605423326542216,55.74728495,"Stela of Hnnw, Thebes [72]",72,Stela,Thebes,
I.1.5562 (4052),Russia,Moscow,Pushkin Museum of Fine Arts,37.605423326542216,55.74728495,"False door fragments of nt-ppy, Saqqara [26]",26,False door,Saqqara,
G1.108,Germany,Munich,Staatliches Museum Ägyptischer Kunst,11.5682823,48.1469883,"False door fragment of mrt-ttj-y, Saqqara [286]",286,False door,Saqqara,
G1.110,Germany,Munich,Staatliches Museum Ägyptischer Kunst,11.5682823,48.1469883,"False door fragment of jpj-anxw, Saqqara [119]",119,False door,Saqqara,
G1.111,Germany,Munich,Staatliches Museum Ägyptischer Kunst,11.5682823,48.1469883,"False door fragment of kA-rnn, Saqqara [538]",538,False door,Saqqara,
G1.112,Germany,Munich,Staatliches Museum Ägyptischer Kunst,11.5682823,48.1469883,"False door fragment of ttj-Hr-jSt.f, Saqqara [551]",551,False door,Saqqara,
G1.116,Germany,Munich,Staatliches Museum Ägyptischer Kunst,11.5682823,48.1469883,"False door fragment of sbk-nxt, Saqqara [465]",465,False door,Saqqara,
G1.118,Germany,Munich,Staatliches Museum Ägyptischer Kunst,11.5682823,48.1469883,"False door fragment of ttj-Hr-mnxt, Saqqara [552]",552,False door,Saqqara,
Loan object,Germany,Munich,Staatliches Museum Ägyptischer Kunst,11.5682823,48.1469883,"Stela of rHw, probably Rizeiqat [349]",349,Stela,Rizeiqat,
426,Switzerland,Neuchâtel,Musée d’art et d’histoire,6.1516340221605965,46.199235099999996,"False door of snj, Saqqara [483]",483,False door,Saqqara,
12.183.8,USA,New York,Metropolitan Museum of Art,-73.96338248033601,40.7794396,"False door of nfr-jw, Dendera [317]*",317,False door,Dendera,
13.182.3,USA,New York,Metropolitan Museum of Art,-73.96338248033601,40.7794396,"Stela of jn-jt.f, Dra Abu el-Naga [61]",61,Stela,Dra Abu el-Naga,
14.2.6,USA,New York,Metropolitan Museum of Art,-73.96338248033601,40.7794396,"Stela of mggj, Dra Abu el-Naga [89]",89,Stela,Dra Abu el-Naga,
14.2.7,USA,New York,Metropolitan Museum of Art,-73.96338248033601,40.7794396,"Stela of mAatj, El-Tarif [86]",86,Stela,El-Tarif,
20.2.29,USA,New York,Metropolitan Museum of Art,-73.96338248033601,40.7794396,"Stela of smjn, Thebes [477]*",477,Stela,Thebes,
25.2.3,USA,New York,Metropolitan Museum of Art,-73.96338248033601,40.7794396,"Stela of jndj, probably Naga ed-Der [154]",154,Stela,Naga ed-Der,
57.95,USA,New York,Metropolitan Museum of Art,-73.96338248033601,40.7794396,"Stela of jn-jt.f, Thebes [80]",80,Stela,Thebes,
65.107,USA,New York,Metropolitan Museum of Art,-73.96338248033601,40.7794396,"Stela of Dmj, probably Rizeiqat [49]",49,Stela,Rizeiqat,
98.4.1,USA,New York,Metropolitan Museum of Art,-73.96338248033601,40.7794396,"Stela of snt-txj, Dendera [498]",498,Stela,Dendera,
98.4.5,USA,New York,Metropolitan Museum of Art,-73.96338248033601,40.7794396,"Stela of TAwtj rsj, Dendera [558]",558,Stela,Dendera,
98.4.6,USA,New York,Metropolitan Museum of Art,-73.96338248033601,40.7794396,"Stela of Htp-sj, Dendera [422]",422,Stela,Dendera,
98.4.7,USA,New York,Metropolitan Museum of Art,-73.96338248033601,40.7794396,"Stela fragments of jn-jt.f, Dendera [56]",56,Stela,Dendera,
98.4.67,USA,New York,Metropolitan Museum of Art,-73.96338248033601,40.7794396,"Stela fragments of bbj, Dendera [228]",228,Stela,Dendera,
98.4.68,USA,New York,Metropolitan Museum of Art,-73.96338248033601,40.7794396,"Stela fragment of [//r//], Dendera [593]",593,Stela,Dendera,
"2002.392a-c, 2000.103 a-b, 26.3.217",USA,New York,Metropolitan Museum of Art,-73.96338248033601,40.7794396,"Stela fragments of Hnnw, Deir el-Bahri [91]",91,Stela,Deir el-Bahri ,
635,USA,New York,Rhode Island School of Design,-71.4081213,41.8262294,"Stela of Hnj, Naga ed-Der [375]",375,Stela,Naga ed-Der,
971.289,Canada,Toronto,Royal Ontario Museum,-79.39469884485237,43.6676565,"Stela of (m)nj, Saqqara [248]",248,Stela,Saqqara,
1997.58,England,Oxford,Ashmolean Museum,-1.2602574960821362,51.7554961,"Stela of Hnw, unknown [382]",382,Stela,,
E.3927,England,Oxford,Ashmolean Museum,-1.2602574960821362,51.7554961,"Stela of nxtw, Dendera [336]",336,Stela,Dendera,
E.3928,England,Oxford,Ashmolean Museum,-1.2602574960821362,51.7554961,"Stela of Hnw, Dendera [383]",383,Stela,Dendera,
A 10244,France,Paris,Musee du Louvre,2.33802768704666,48.8611473,"Tall, elongated stela of unknown, unknown [618]",618,Stela,,
C 14,France,Paris,Musee du Louvre,2.33802768704666,48.8611473,"Hybrid false door stela of jrtj-sn, Abydos [96]",96,False door,Abydos,
C 15,France,Paris,Musee du Louvre,2.33802768704666,48.8611473,"Hybrid false door stela of ab-jHw, Abydos [198]",198,False door,Abydos,
C 28 / N 182,France,Paris,Musee du Louvre,2.33802768704666,48.8611473,"False door of sbk-Htp, Abydos [470]",470,False door,Abydos,
C 158 / N 310,France,Paris,Musee du Louvre,2.33802768704666,48.8611473,"False door of jrj-n-Axt, unknown [156]",156,False door,,
C 159 / N 309,France,Paris,Musee du Louvre,2.33802768704666,48.8611473,"False door of jpj, Saqqara [113]",113,False door,Saqqara,
C 160 / E 3135,France,Paris,Musee du Louvre,2.33802768704666,48.8611473,"Tall, elongated stela of HAgj, Abydos [360]",360,Stela,Abydos,
C 161 / E 3466,France,Paris,Musee du Louvre,2.33802768704666,48.8611473,"False door of jww, Abydos [104]",104,False door,Abydos,
C 164 / E 39094,France,Paris,Musee du Louvre,2.33802768704666,48.8611473,"False door of jsj, North Saqqara [168]",168,False door,Saqqara,
C 165,France,Paris,Musee du Louvre,2.33802768704666,48.8611473,"Stela of mrwt, Giza or Saqqara [271]",271,Stela,Saqqara,
C 198 / E 3218,France,Paris,Musee du Louvre,2.33802768704666,48.8611473,"Tall, elongated stela of Hm-wr, probably Abydos",,Stela,Abydos,
C 234,France,Paris,Musee du Louvre,2.33802768704666,48.8611473,"Stela of nbbj, El-Hawawish [309]",309,Stela,El-Hawawish,
C 239 / E 10480,France,Paris,Musee du Louvre,2.33802768704666,48.8611473,"Stela of st-nt-wjA (nSmt), Naga ed-Der [507]",507,Stela,Naga ed-Der,
C 242 / E 8404,France,Paris,Musee du Louvre,2.33802768704666,48.8611473,"False door of nb.sn, unknown [305]",305,False door,,
C 250 / E 6206,France,Paris,Musee du Louvre,2.33802768704666,48.8611473,"False door of jsj, probably Memphis [169]",169,False door,Memphis,
C 251 / E 6853,France,Paris,Musee du Louvre,2.33802768704666,48.8611473,"False door of jsj, probably Saqqara [167]",167,False door,Saqqara,
C 252 / E 7171,France,Paris,Musee du Louvre,2.33802768704666,48.8611473,"Stela of unknown, probably Thebes [92]",92,Stela,Thebes,
C 293 / E 11343,France,Paris,Musee du Louvre,2.33802768704666,48.8611473,"Stela of stjbj, probably Abydos [509]",509,Stela,Abydos,
C 300 / E 10730,France,Paris,Musee du Louvre,2.33802768704666,48.8611473,"Stela of DHw, Thinite area [591]",591,Stela,Thinite,
C 304 / E 11334,France,Paris,Musee du Louvre,2.33802768704666,48.8611473,"Tall, elongated stela of anxttf, unknown [203]",203,Stela,,
C 323 / E 22038,France,Paris,Musee du Louvre,2.33802768704666,48.8611473,"False door of SSj, unknown [525]",525,False door,,
E 14184,France,Paris,Musee du Louvre,2.33802768704666,48.8611473,"False door of qy and Sd-Abd, Saqqara [533]",533,False door,Saqqara,
E 14185,France,Paris,Musee du Louvre,2.33802768704666,48.8611473,"Stèle maison of HbAj, South Saqqara [27]",27,Stela,Saqqara,
E 14329,France,Paris,Musee du Louvre,2.33802768704666,48.8611473,"Lintel of jsj, Edfu",,Lintel,Edfu,
E 20346,France,Paris,Musee du Louvre,2.33802768704666,48.8611473,"Tall, elongated stela of wnj, Abydos [206]",206,Stela,Abydos,
E 33147,France,Paris,Musee du Louvre,2.33802768704666,48.8611473,"Stela of nj-nb-Sma, probably Naqada [293]  ",293,Stela,Naqada,
23-11-699,USA,Philadelphia,Penn Museum of Archaeology and Anthropology ,-75.1920296809082,39.9492859,"Stela of [ggj], Sheikh Farag [547]",547,Stela,Sheikh Farag,
29-66-293,USA,Philadelphia,Penn Museum of Archaeology and Anthropology ,-75.1920296809082,39.9492859,"Stela of sbk-nxtj fqw, Dendera [467]",467,Stela,Dendera,
29-66-594,USA,Philadelphia,Penn Museum of Archaeology and Anthropology ,-75.1920296809082,39.9492859,"Stela of jdw, Dendera [190]",190,Stela,Dendera,
29-66-615,USA,Philadelphia,Penn Museum of Archaeology and Anthropology ,-75.1920296809082,39.9492859,"Stela of jn-jt.f-jqr, Dendera [69]",69,Stela,Dendera,
29-66-620,USA,Philadelphia,Penn Museum of Archaeology and Anthropology ,-75.1920296809082,39.9492859,"Stela of mrrj, Dendera [276]",276,Stela,Dendera,
29-66-623,USA,Philadelphia,Penn Museum of Archaeology and Anthropology ,-75.1920296809082,39.9492859,"Stela of wtj, Dendera [213]",213,Stela,Dendera,
29-66-643,USA,Philadelphia,Penn Museum of Archaeology and Anthropology ,-75.1920296809082,39.9492859,"Stela of nbtfj, Dendera [311]",311,Stela,Dendera,
29-66-644,USA,Philadelphia,Penn Museum of Archaeology and Anthropology ,-75.1920296809082,39.9492859,"Stela of Hnty, Dendera [392]",392,Stela,Dendera,
29-66-645,USA,Philadelphia,Penn Museum of Archaeology and Anthropology ,-75.1920296809082,39.9492859,"Stela fragment of xa-y-nxt, Dendera [425]",425,Stela,Dendera,
29-66-668,USA,Philadelphia,Penn Museum of Archaeology and Anthropology ,-75.1920296809082,39.9492859,"Stela of bbj, Dendera [224]",224,Stela,Dendera,
29-66-688,USA,Philadelphia,Penn Museum of Archaeology and Anthropology ,-75.1920296809082,39.9492859,"Stela of bb, Dendera [223]",223,Stela,Dendera,
29-66-696,USA,Philadelphia,Penn Museum of Archaeology and Anthropology ,-75.1920296809082,39.9492859,"Stela of unknown, Dendera [594]",594,Stela,Dendera,
29-66-800,USA,Philadelphia,Penn Museum of Archaeology and Anthropology ,-75.1920296809082,39.9492859,"Stela fragments of unknown, Dendera [622]*",622,Stela,Dendera,
29-66-820,USA,Philadelphia,Penn Museum of Archaeology and Anthropology ,-75.1920296809082,39.9492859,"Stela of bbj, Dendera [229]  ",229,Stela,Dendera,
40-19-1,USA,Philadelphia,Penn Museum of Archaeology and Anthropology ,-75.1920296809082,39.9492859,"Stela of nfr-sfxj, Naga ed-Der [328]",328,Stela,Naga ed-Der,
E 16020,USA,Philadelphia,Penn Museum of Archaeology and Anthropology ,-75.1920296809082,39.9492859,"Stela of TAwtj (rsj), Dendera [557]",557,Stela,Dendera,
E 17313,USA,Philadelphia,Penn Museum of Archaeology and Anthropology ,-75.1920296809082,39.9492859,"Stela fragment of unknown, Dendera [626]",626,Stela,Dendera,
E 17878 ,USA,Philadelphia,Penn Museum of Archaeology and Anthropology ,-75.1920296809082,39.9492859,"Stela fragment of unknown, Dendera [623]",623,Stela,Dendera,
Formerly JE 38556,Egypt,Port Said,Port Said Museum,32.30402,31.26768,"False door of Hrj-S.f-nxt III, Saqqara [398]",398,False door,Saqqara,
61.4,USA,Richmond,Virginia Museum of Fine Arts,-77.47489519432057,37.5560585,"Stela of sTA, Sheikh Farag [510]",510,Stela,Sheikh Farag,
91.80.168,USA,San Antonio,San Antonio Museum of Art,-98.48214148705422,29.437278,"Stela of unknown, Thinite nome [637]",637,Stela,Thinite,
91.80.169,USA,San Antonio,San Antonio Museum of Art,-98.48214148705422,29.437278,"Stela of dSrj, Auled el-Sheikh [579]",579,Stela,Auled el-Sheikh,
RC 1732,USA,San Jose,Rosicrucian Egyptian Museum and Art Gallery,-121.92289944954837,37.333504500000004,"Stela of unknown, [Saqqara] [644A]",644A,Stela,Saqqara,
RC 2067,USA,San Jose,Rosicrucian Egyptian Museum and Art Gallery,-121.92289944954837,37.333504500000004,"Stela of jry, Saqqara [159]",159,Stela,Saqqara,
RC 2574 and 2069,USA,San Jose,Rosicrucian Egyptian Museum and Art Gallery,-121.92289944954837,37.333504500000004,"Stela of unknown and wife snt, unknown [621]",621,Stela,,
45.11,USA,Seattle,Seattle Art Museum,-122.3385575,47.6077008,"Stela of Dfj, Naqada [586]",586,Stela,Naqada,
47.64,USA,Seattle,Seattle Art Museum,-122.3385575,47.6077008,"Stela of TAwtj, unknown [555]",555,Stela,,
CG 1654 / JE 29259,Egypt,Sharm el-Sheikh,Sharm el-Sheikh Museum,10.24592865,45.657839249999995,"Stela of mrr, probably Rizeiqat [274]",274,Stela,Rizeiqat,
CG 20505,Egypt,Sharm el-Sheikh,Sharm el-Sheikh Museum,10.24592865,45.657839249999995,"Stela of Hpw-jqrt, probably Dra Abu el-Naga [364]",364,Stela,Dra Abu el-Naga,
JE 28812 / CG 1611,Egypt,Sohag,Sohag Museum,31.700001,26.549999,"Stela of Hm-nwy, Nag el-Mesheikh [371]",371,Stela,Nag el-Mesheikh,
5633,Russia,St Petersburg,State Hermitage Museum,30.315486515853937,59.9412076,"Stela of HqA-jb, probably Rizeiqat [406]",406,Stela,Rizeiqat,
1977.8,Sweden,Stockholm,Medelhavsmuseet,18.0672982,59.3294531,"Hybrid false door stela of jn-Hrt-nxt, Naga ed-Der [143]",143,False door,Naga ed-Der,
11407,Sweden,Stockholm,Medelhavsmuseet,18.0672982,59.3294531,"False door of Hrj-S.f-nxt II, Saqqara [397]",397,False door,Saqqara,
11419,Sweden,Stockholm,Medelhavsmuseet,18.0672982,59.3294531,"Stela of Tmrrj, Auled es-Sheikh [565]",565,Stela,Auled el-Sheikh,
11420,Sweden,Stockholm,Medelhavsmuseet,18.0672982,59.3294531,"Hybrid false door stela of jdj, Dendera [185]*",185,False door,Dendera,
11434,Sweden,Stockholm,Medelhavsmuseet,18.0672982,59.3294531,"False door of snt-jt.s, Saqqara [495]",495,False door,Saqqara,
344,France,Strasbourg,,7.736099647631168,48.5794799,"Stela of fgw, Naqada [243]",243,Stela,Naqada,
345,France,Strasbourg,,7.736099647631168,48.5794799,"Stela fragment of jn-jt.f, Dra Abu el-Naga [58]*",58,Stela,Dra Abu el-Naga,
CG 1458,Egypt,Suez,Suez Museum,2.095603504476936,48.897904499999996,"False door of sanxw-gmnj, Saqqara [460]",460,False door,Saqqara,
EC 62 ,Wales,Swansea,Egypt Centre,33.9464285,28.5601574,"Stela of unknown, Naqada [596]",596,Stela,Naqada,
EC 148,Wales,Swansea,Egypt Centre,33.9464285,28.5601574,"Stela of Htpwt, probably Naqada [413]",413,Stela,Naqada,
W1366,Wales,Swansea,Egypt Centre,33.9464285,28.5601574,"Stela of unknown, probably Rizeiqat [619]*",619,Stela,Rizeiqat,
1925.52,USA,Toledo,Toledo Museum of Art,-83.5595316482296,41.658457,"Stela of jy, Nag el-Mesheikh [102]",102,Stela,Nag el-Mesheikh,
1947.61,USA,Toledo,Toledo Museum of Art,-83.5595316482296,41.658457,"Stela of ssn-nxt, Thinite nome [662]",662,Stela,Thinite,
C.1447,Italy,Turin,Museo Egizio Torino,7.6843506,45.068435,"Stela of mrw, Thebes [88]",88,Stela,Thebes,
C.1513,Italy,Turin,Museo Egizio Torino,7.6843506,45.068435,"Stela of wpwAwt-nxt qmnn, Abydos [652]",652,Stela,Abydos,
S.1264,Italy,Turin,Museo Egizio Torino,7.6843506,45.068435,"Stela of jn-Hrt-nxt, Thinite nome [138]",138,Stela,Thinite,
S.1266,Italy,Turin,Museo Egizio Torino,7.6843506,45.068435,"Tall, elongated stela of DfAt, Abydos [584]",584,Stela,Abydos,
S.1267,Italy,Turin,Museo Egizio Torino,7.6843506,45.068435,"Stela of nmt, Naqada [332]",332,Stela,Naqada,
S.1269,Italy,Turin,Museo Egizio Torino,7.6843506,45.068435,"Hybrid false door stela of mry, probably Rizeiqat [262]",262,False door,Rizeiqat,
S.1270,Italy,Turin,Museo Egizio Torino,7.6843506,45.068435,"Stela of Tnnw and nHsy.t, probably Rizeiqat [572]",572,Stela,Rizeiqat,
S.1271,Italy,Turin,Museo Egizio Torino,7.6843506,45.068435,"Stela of jnj, probably Rizeiqat [146]",146,Stela,Rizeiqat,
S.1272,Italy,Turin,Museo Egizio Torino,7.6843506,45.068435,"Stela of jrt, probably Rizeiqat [163]",163,Stela,Rizeiqat,
S.1273,Italy,Turin,Museo Egizio Torino,7.6843506,45.068435,"Stela of wtx-jqr, probably Rizeiqat [214]",214,Stela,Rizeiqat,
S.1276,Italy,Turin,Museo Egizio Torino,7.6843506,45.068435,"Stela of xwwj, probably Rizeiqat [434]",434,Stela,Rizeiqat,
S.1277,Italy,Turin,Museo Egizio Torino,7.6843506,45.068435,"Stela of Htp-jqr, probably Rizeiqat [415]",415,Stela,Rizeiqat,
S.1278,Italy,Turin,Museo Egizio Torino,7.6843506,45.068435,"Stela fragment of jn-jt.f, Naqada [93]",93,Stela,Naqada,
S.1290,Italy,Turin,Museo Egizio Torino,7.6843506,45.068435,"Stela fragment of jnj-kA.f(j), vicinity of Zawayda [150]",150,Stela,Zawayda,
S.1292,Italy,Turin,Museo Egizio Torino,7.6843506,45.068435,"Stela of unknown, Naqada [602]",602,Stela,Naqada,
S.1296,Italy,Turin,Museo Egizio Torino,7.6843506,45.068435,"Stela of unknown, unknown",,Stela,,
S.1310,Italy,Turin,Museo Egizio Torino,7.6843506,45.068435,"Stela fragments of unknown, Thebes [641]",641,Stela,Thebes,
S.12451,Italy,Turin,Museo Egizio Torino,7.6843506,45.068435,"Stela of jtj, Gebelein-Rizeiqat region [176]",176,Stela,Gebelein–Rizeiqat,
S.13114,Italy,Turin,Museo Egizio Torino,7.6843506,45.068435,"Stela of jtj, Gebelein [175]",175,Stela,Gebelein–Rizeiqat,
S.13115,Italy,Turin,Museo Egizio Torino,7.6843506,45.068435,"Stela of Nubian (?) mercenaries, Gebelein [609]",609,Stela,Gebelein,
567?,Italy,Turin,Museo Egizio Torino,7.6843506,45.068435,"Stela of [bw-jw[///], unknown",,Stela,,
MV 22774,Italy,Vatican City,Vatican Museum,12.454661671968115,41.90496095,"False door of jpj-Hr-ssnb.f, Saqqara [124]",124,False door,Saqqara,
MV 22775,Italy,Vatican City,Vatican Museum,12.454661671968115,41.90496095,"False door of jrj-nxtj, Giza [157]",157,False door,Giza,
5893,Austria,Vienna,Kunsthistorisches Museum,16.361781933366263,48.2037395,"Stela of ny-Hb-sd-ppy, Naqada [21]",21,Stela,Naqada,
ÄS 5895,Austria,Vienna,Kunsthistorisches Museum,16.361781933366263,48.2037395,"Hybrid false door stela of nfr-mAat/jtj, unknown [320]",320,False door,,
8009,Austria,Vienna,Kunsthistorisches Museum,16.361781933366263,48.2037395,"False door fragments of jr-n-Axt nj-anx-ppy, Giza [7]",7,False door,Giza,
138814 MNW,Poland,Warsaw,National Museum,14.430967761293582,50.078919,"Stela of nfr, Edfu [313]",313,Stela,Edfu,
139944,Poland,Warsaw,National Museum,14.430967761293582,50.078919,"False door of jsj, Edfu",,False door,Edfu,